,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_colsample_bytree,param_gamma,param_learning_rate,param_max_delta_step,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,params
0,0.9833333333333333,0.9833333333333333,0.9482758620689655,0.9719101123595506,0.016431045725060888,1,3.466348965962728,0.021337520610825708,0.006701866785685222,0.0034146055770844005,0.019767840658391753,0.5812505808116454,1.7784704701058755e-05,0.9050859661329937,3,42,1,2334,0.02886003776717955,0.0008507166793122457,4.801764874750116e-05,0.7188797743009225,"{'colsample_bylevel': 0.019767840658391753, 'colsample_bytree': 0.5812505808116454, 'gamma': 1.7784704701058755e-05, 'learning_rate': 0.9050859661329937, 'max_delta_step': 3, 'max_depth': 42, 'min_child_weight': 1, 'n_estimators': 2334, 'reg_alpha': 0.02886003776717955, 'reg_lambda': 0.0008507166793122457, 'scale_pos_weight': 4.801764874750116e-05, 'subsample': 0.7188797743009225}"
1,0.9833333333333333,0.9666666666666667,0.9655172413793104,0.9719101123595506,0.008159027664469621,1,3.4272499879201255,0.032098626292010934,0.0052076975504557295,0.007364796504591637,0.3832435599174067,0.041640686916711626,4.262951693338191e-09,0.01015436472221903,10,33,1,2884,6.3495679480598845e-09,0.002065060354339701,94.89187070625687,0.8539869375400984,"{'colsample_bylevel': 0.3832435599174067, 'colsample_bytree': 0.041640686916711626, 'gamma': 4.262951693338191e-09, 'learning_rate': 0.01015436472221903, 'max_delta_step': 10, 'max_depth': 33, 'min_child_weight': 1, 'n_estimators': 2884, 'reg_alpha': 6.3495679480598845e-09, 'reg_lambda': 0.002065060354339701, 'scale_pos_weight': 94.89187070625687, 'subsample': 0.8539869375400984}"
2,0.9666666666666667,0.95,0.9827586206896551,0.9662921348314607,0.013336790157974301,1,4.8341522216796875,0.16459080494009504,0.005299806594848633,0.0074950583643893075,0.10508631313749756,0.21514855814864367,0.019075486006846457,0.5687051389333727,7,15,4,4739,6.411367197027622e-06,3.2110000282438347,1.2111022638626594e-06,0.7841079349228847,"{'colsample_bylevel': 0.10508631313749756, 'colsample_bytree': 0.21514855814864367, 'gamma': 0.019075486006846457, 'learning_rate': 0.5687051389333727, 'max_delta_step': 7, 'max_depth': 15, 'min_child_weight': 4, 'n_estimators': 4739, 'reg_alpha': 6.411367197027622e-06, 'reg_lambda': 3.2110000282438347, 'scale_pos_weight': 1.2111022638626594e-06, 'subsample': 0.7841079349228847}"
3,0.9666666666666667,0.9666666666666667,1.0,0.9775280898876404,0.015622961509074312,1,1.380170742670695,0.01949408653878894,0.0,0.0,0.010068549554155606,0.01197593114834235,1.974205352795087e-09,0.014556943833414045,0,46,2,1259,0.00622659182215133,0.0857172090437418,165.2281629473936,0.438974531958378,"{'colsample_bylevel': 0.010068549554155606, 'colsample_bytree': 0.01197593114834235, 'gamma': 1.974205352795087e-09, 'learning_rate': 0.014556943833414045, 'max_delta_step': 0, 'max_depth': 46, 'min_child_weight': 2, 'n_estimators': 1259, 'reg_alpha': 0.00622659182215133, 'reg_lambda': 0.0857172090437418, 'scale_pos_weight': 165.2281629473936, 'subsample': 0.438974531958378}"
4,0.9833333333333333,0.9333333333333333,1.0,0.9719101123595506,0.028332287446875753,1,1.2343640327453613,0.0,0.0052073001861572266,0.007364234546611492,0.8419506945445818,0.07931213008607463,9.447284722348044e-06,0.03162476717703555,5,27,1,1088,9.241328706120262e-09,0.3094116824744591,43.16153729155155,0.6698409067114108,"{'colsample_bylevel': 0.8419506945445818, 'colsample_bytree': 0.07931213008607463, 'gamma': 9.447284722348044e-06, 'learning_rate': 0.03162476717703555, 'max_delta_step': 5, 'max_depth': 27, 'min_child_weight': 1, 'n_estimators': 1088, 'reg_alpha': 9.241328706120262e-09, 'reg_lambda': 0.3094116824744591, 'scale_pos_weight': 43.16153729155155, 'subsample': 0.6698409067114108}"
5,0.95,0.9333333333333333,0.9827586206896551,0.9550561797752809,0.020438656393324244,1,5.257591009140015,0.029456601011657882,0.01041428248087565,0.007364009763419434,0.20807692870391314,0.05478915429968529,0.01795141012727331,0.5132993882223781,5,35,1,4924,0.013765438222682959,7.525420448742774e-06,4.594979614797886,0.4172032476423543,"{'colsample_bylevel': 0.20807692870391314, 'colsample_bytree': 0.05478915429968529, 'gamma': 0.01795141012727331, 'learning_rate': 0.5132993882223781, 'max_delta_step': 5, 'max_depth': 35, 'min_child_weight': 1, 'n_estimators': 4924, 'reg_alpha': 0.013765438222682959, 'reg_lambda': 7.525420448742774e-06, 'scale_pos_weight': 4.594979614797886, 'subsample': 0.4172032476423543}"
6,0.9833333333333333,1.0,0.9482758620689655,0.9775280898876404,0.021456965031724565,1,2.8700034618377686,0.02656227180846835,0.015613158543904623,1.136656391066305e-05,0.8230864177579207,0.7816681697473604,4.0479249687209495e-09,0.039686124217578334,6,17,0,2395,0.05767516693067967,3.395681900018494,0.006113254754148432,0.17821865634148773,"{'colsample_bylevel': 0.8230864177579207, 'colsample_bytree': 0.7816681697473604, 'gamma': 4.0479249687209495e-09, 'learning_rate': 0.039686124217578334, 'max_delta_step': 6, 'max_depth': 17, 'min_child_weight': 0, 'n_estimators': 2395, 'reg_alpha': 0.05767516693067967, 'reg_lambda': 3.395681900018494, 'scale_pos_weight': 0.006113254754148432, 'subsample': 0.17821865634148773}"
7,1.0,0.9666666666666667,0.9482758620689655,0.9719101123595506,0.021383292104398675,1,3.857885201772054,0.012878598359127488,0.008767922719319662,0.00227569590261795,0.5363598395455218,0.020882007771285446,0.015582105042866072,0.11367415391514159,5,23,3,3650,4.747791943420663e-08,0.0002531101570283819,2.517525665540967e-06,0.5204948257756101,"{'colsample_bylevel': 0.5363598395455218, 'colsample_bytree': 0.020882007771285446, 'gamma': 0.015582105042866072, 'learning_rate': 0.11367415391514159, 'max_delta_step': 5, 'max_depth': 23, 'min_child_weight': 3, 'n_estimators': 3650, 'reg_alpha': 4.747791943420663e-08, 'reg_lambda': 0.0002531101570283819, 'scale_pos_weight': 2.517525665540967e-06, 'subsample': 0.5204948257756101}"
8,0.9833333333333333,0.95,1.0,0.9775280898876404,0.020768794955822893,1,0.16826375325520834,0.010300481688247848,0.0016682942708333333,0.0023593243838418336,0.08630038909782682,0.8187248968490862,1.2158249816038705e-05,0.22560967463263196,5,21,3,158,0.07861304870092561,4.1949195580568964e-07,6.999483622971155,0.6048169654682236,"{'colsample_bylevel': 0.08630038909782682, 'colsample_bytree': 0.8187248968490862, 'gamma': 1.2158249816038705e-05, 'learning_rate': 0.22560967463263196, 'max_delta_step': 5, 'max_depth': 21, 'min_child_weight': 3, 'n_estimators': 158, 'reg_alpha': 0.07861304870092561, 'reg_lambda': 4.1949195580568964e-07, 'scale_pos_weight': 6.999483622971155, 'subsample': 0.6048169654682236}"
9,1.0,0.9833333333333333,0.9827586206896551,0.9887640449438202,0.008015482162402818,1,2.2637961705525718,0.03958737740915411,0.01582622528076172,0.00014431080930130116,0.013417868502558758,0.463490250419848,2.2823050161337873e-06,0.34006478878384533,9,41,0,1951,1.8321791726476395e-08,13.098734837402576,0.6188077759379964,0.7970035272497132,"{'colsample_bylevel': 0.013417868502558758, 'colsample_bytree': 0.463490250419848, 'gamma': 2.2823050161337873e-06, 'learning_rate': 0.34006478878384533, 'max_delta_step': 9, 'max_depth': 41, 'min_child_weight': 0, 'n_estimators': 1951, 'reg_alpha': 1.8321791726476395e-08, 'reg_lambda': 13.098734837402576, 'scale_pos_weight': 0.6188077759379964, 'subsample': 0.7970035272497132}"
