ack,ack_A,ack_B,bytes,bytes_A,bytes_A_B_ratio,bytes_B,ds_field_A,ds_field_B,duration,http_GET,http_POST,http_bytes_avg,http_bytes_entropy,http_bytes_firstQ,http_bytes_max,http_bytes_median,http_bytes_min,http_bytes_stdev,http_bytes_sum,http_bytes_thirdQ,http_bytes_var,http_cookie_count,http_cookie_values_avg,http_cookie_values_entropy,http_cookie_values_firstQ,http_cookie_values_max,http_cookie_values_median,http_cookie_values_min,http_cookie_values_stdev,http_cookie_values_sum,http_cookie_values_thirdQ,http_cookie_values_var,http_count_host,http_count_req_content_type,http_count_resp_code,http_count_resp_content_type,http_count_transactions,http_count_user_agents,http_dom_host_alexaRank,http_dom_resp_code,http_has_location,http_has_referrer,http_has_req_content_type,http_has_resp_content_type,http_has_user_agent,http_inter_arrivel_avg,http_inter_arrivel_entropy,http_inter_arrivel_firstQ,http_inter_arrivel_max,http_inter_arrivel_median,http_inter_arrivel_min,http_inter_arrivel_stdev,http_inter_arrivel_sum,http_inter_arrivel_thirdQ,http_inter_arrivel_var,http_req_bytes_avg,http_req_bytes_entropy,http_req_bytes_firstQ,http_req_bytes_max,http_req_bytes_median,http_req_bytes_min,http_req_bytes_stdev,http_req_bytes_sum,http_req_bytes_thirdQ,http_req_bytes_var,http_resp_bytes_avg,http_resp_bytes_entropy,http_resp_bytes_firstQ,http_resp_bytes_max,http_resp_bytes_median,http_resp_bytes_min,http_resp_bytes_stdev,http_resp_bytes_sum,http_resp_bytes_thirdQ,http_resp_bytes_var,http_time_avg,http_time_entropy,http_time_firstQ,http_time_max,http_time_median,http_time_min,http_time_stdev,http_time_sum,http_time_thirdQ,http_time_var,packet_inter_arrivel_A_avg,packet_inter_arrivel_A_entropy,packet_inter_arrivel_A_firstQ,packet_inter_arrivel_A_max,packet_inter_arrivel_A_median,packet_inter_arrivel_A_min,packet_inter_arrivel_A_stdev,packet_inter_arrivel_A_sum,packet_inter_arrivel_A_thirdQ,packet_inter_arrivel_A_var,packet_inter_arrivel_B_avg,packet_inter_arrivel_B_entropy,packet_inter_arrivel_B_firstQ,packet_inter_arrivel_B_max,packet_inter_arrivel_B_median,packet_inter_arrivel_B_min,packet_inter_arrivel_B_stdev,packet_inter_arrivel_B_sum,packet_inter_arrivel_B_thirdQ,packet_inter_arrivel_B_var,packet_inter_arrivel_avg,packet_inter_arrivel_entropy,packet_inter_arrivel_firstQ,packet_inter_arrivel_max,packet_inter_arrivel_median,packet_inter_arrivel_min,packet_inter_arrivel_stdev,packet_inter_arrivel_sum,packet_inter_arrivel_thirdQ,packet_inter_arrivel_var,packet_size_A_avg,packet_size_A_entropy,packet_size_A_firstQ,packet_size_A_max,packet_size_A_median,packet_size_A_min,packet_size_A_stdev,packet_size_A_sum,packet_size_A_thirdQ,packet_size_A_var,packet_size_B_avg,packet_size_B_entropy,packet_size_B_firstQ,packet_size_B_max,packet_size_B_median,packet_size_B_min,packet_size_B_stdev,packet_size_B_sum,packet_size_B_thirdQ,packet_size_B_var,packet_size_avg,packet_size_entropy,packet_size_firstQ,packet_size_max,packet_size_median,packet_size_min,packet_size_stdev,packet_size_sum,packet_size_thirdQ,packet_size_var,packets,packets_A,packets_A_B_ratio,packets_B,push,push_A,push_B,reset,reset_A,reset_B,ssl_count_certificates,ssl_count_client_cipher_algs,ssl_count_client_ciphersuites,ssl_count_client_compressions,ssl_count_client_elliptic_curves,ssl_count_client_key_exchange_algs,ssl_count_client_mac_algs,ssl_count_server_ciphersuite,ssl_count_server_compression,ssl_count_server_elliptic_curve,ssl_count_server_name,ssl_count_transactions,ssl_count_version,ssl_dom_server_ciphersuite,ssl_dom_server_name_alexaRank,ssl_dom_version,ssl_handshake_duration_avg,ssl_handshake_duration_entropy,ssl_handshake_duration_firstQ,ssl_handshake_duration_max,ssl_handshake_duration_median,ssl_handshake_duration_min,ssl_handshake_duration_stdev,ssl_handshake_duration_sum,ssl_handshake_duration_thirdQ,ssl_handshake_duration_var,ssl_ratio_client_elliptic_curves,ssl_ratio_server_name,ssl_req_bytes_avg,ssl_req_bytes_entropy,ssl_req_bytes_firstQ,ssl_req_bytes_max,ssl_req_bytes_median,ssl_req_bytes_min,ssl_req_bytes_stdev,ssl_req_bytes_sum,ssl_req_bytes_thirdQ,ssl_req_bytes_var,ssl_resp_bytes_avg,ssl_resp_bytes_entropy,ssl_resp_bytes_firstQ,ssl_resp_bytes_max,ssl_resp_bytes_median,ssl_resp_bytes_min,ssl_resp_bytes_stdev,ssl_resp_bytes_sum,ssl_resp_bytes_thirdQ,ssl_resp_bytes_var,tcp_analysis_duplicate_ack,tcp_analysis_keep_alive,tcp_analysis_lost_segment,tcp_analysis_out_of_order,tcp_analysis_retransmission,tcp_analysis_reused_ports,ttl_A_avg,ttl_A_entropy,ttl_A_firstQ,ttl_A_max,ttl_A_median,ttl_A_min,ttl_A_stdev,ttl_A_sum,ttl_A_thirdQ,ttl_A_var,ttl_B_avg,ttl_B_entropy,ttl_B_firstQ,ttl_B_max,ttl_B_median,ttl_B_min,ttl_B_stdev,ttl_B_sum,ttl_B_thirdQ,ttl_B_var,ttl_avg,ttl_entropy,ttl_firstQ,ttl_max,ttl_median,ttl_min,ttl_stdev,ttl_sum,ttl_thirdQ,ttl_var,is_ssl,is_http,is_g_http,is_cdn_http,is_img_http,is_ad_http,is_numeric_url_http,is_numeric_url_with_port_http,is_tv_http,is_cloud_http,B_is_system_port,B_is_user_port,B_is_dynamic_and_or_private_port,B_port_is_11095,B_port_is_1900,B_port_is_5222,B_port_is_5223,B_port_is_5228,B_port_is_54975,B_port_is_80,B_port_is_8080,B_port_is_8280,B_port_is_9543,B_port_is_else,subdomain_is_99sets,subdomain_is_ccc,subdomain_is_else,subdomain_is_feeds,subdomain_is_h10141.www1,subdomain_is_img,subdomain_is_unresolved,subdomain_is_whp.aus1.cold.extweb,subdomain_is_whp.hou9.cold.extweb,subdomain_is_www,subdomain_is_www.cloud,domain_is_dlink,domain_is_else,domain_is_epicurious,domain_is_google,domain_is_hp,domain_is_hpeprint,domain_is_livecdn,domain_is_mako,domain_is_proteussensor,domain_is_samsung,domain_is_unresolved,suffix_is_biz,suffix_is_cloudfront.net,suffix_is_co.il,suffix_is_com,suffix_is_com.sg,suffix_is_else,suffix_is_empty_char_value,suffix_is_googleapis.com,suffix_is_net,suffix_is_org,suffix_is_unresolved,device_category
9,5,5,1213,743,1.80687352678961,668,0,0,0.0383,1,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,477,0,477,477,477,477,0,477,477,0,0.003083,0,0.003083,0.003083,0.003083,0.003083,0,0.003083,0.003083,0,0.005464996610369,2.8073549220576,0.00050950050354,0.022424936294556,0.000929117202759,1.21593475341797E-05,0.008267434345908,0.038254976272583,0.006934881210327,6.83504706639074E-05,0.004291296005249,2,0.000375509262085,0.021423101425171,0.000762939453125,4.10079956054688E-05,0.007834133831994,0.030039072036743,0.003530502319336,6.13736528976006E-05,0.002550331751506,3.90689059560852,0.000271916389465,0.020947933197022,0.000629901885986,1.21593475341797E-05,0.005378227861833,0.038254976272583,0.001556396484375,2.89253349337958E-05,24.375,0.543564443199596,0,195,0,0,65,195,0,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,238.5,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.833287039608911,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,1024,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV
9,5,5,1213,743,1.80687352678961,668,0,0,0.0373,1,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,477,0,477,477,477,477,0,477,477,0,0.004329,0,0.004329,0.004329,0.004329,0.004329,0,0.004329,0.004329,0,0.005326850073678,2.8073549220576,0.000553011894226,0.021536111831665,0.002990007400513,0,0.007582987094438,0.037287950515747,0.005827903747559,5.75016932744109E-05,0.004844869886126,2,0.000370979309082,0.02146315574646,0.000643014907837,4.10079956054688E-05,0.007924295799519,0.033914089202881,0.005512475967407,6.27944639182672E-05,0.002485863367716,3.90689059560852,0.000263571739197,0.021005153656006,0.000530958175659,0,0.005282196721054,0.037287950515747,0.002643942832947,2.79016021999095E-05,24.375,0.543564443199596,0,195,0,0,65,195,0,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,238.5,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.833287039608911,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,1024,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV
9,5,5,1213,743,1.80687352678961,668,0,0,0.032,1,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,477,0,477,477,477,477,0,477,477,0,0.003404,0,0.003404,0.003404,0.003404,0.003404,0,0.003404,0.003404,0,0.004578556333269,2.8073549220576,0.000591397285461,0.01570200920105,0.003582000732422,0,0.005578306489568,0.032049894332886,0.005791544914246,3.11175032915604E-05,0.003421136311122,2,0.000375509262085,0.015180826187134,0.000741004943848,3.98159027099609E-05,0.005606900269591,0.023947954177856,0.003617644309998,3.14373306331444E-05,0.002136659622192,3.90689059560852,0.000191569328308,0.014380931854248,0.00071907043457,0,0.00382614499962,0.032049894332886,0.00153112411499,1.46393855581144E-05,24.375,0.543564443199596,0,195,0,0,65,195,0,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,238.5,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.833287039608911,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,1024,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV
9,5,5,1213,743,1.80687352678961,668,0,0,0.028,1,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,477,0,477,477,477,477,0,477,477,0,0.004324,0,0.004324,0.004324,0.004324,0.004324,0,0.004324,0.004324,0,0.004001413072859,2.8073549220576,0.0001540184021,0.011961936950684,0.000691890716553,9.5367431640625E-07,0.004913598070801,0.02800989151001,0.007523536682129,2.41434460013763E-05,0.002873863492693,2,0.000369906425476,0.011401176452637,0.000650882720947,4.00543212890625E-05,0.004130994864822,0.020117044448853,0.003642559051514,1.7065118573187E-05,0.001867326100667,3.90689059560852,0.000183343887329,0.010955095291138,0.000446081161499,9.5367431640625E-07,0.003132360826147,0.02800989151001,0.001726984977722,9.81168434518189E-06,24.375,0.543564443199596,0,195,0,0,65,195,0,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,238.5,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.833287039608911,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,1024,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV
9,5,5,1213,743,1.80687352678961,668,0,0,0.0425,1,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,477,0,477,477,477,477,0,477,477,0,0.004241,0,0.004241,0.004241,0.004241,0.004241,0,0.004241,0.004241,0,0.006076267787388,2.8073549220576,0.000339508056641,0.023401975631714,0.00085711479187,7.86781311035156E-06,0.008754432827999,0.042533874511719,0.008793950080872,7.66400941399427E-05,0.004527841295515,2,0.000165462493896,0.022870063781738,0.000618934631348,4.1961669921875E-05,0.008299309609824,0.031694889068604,0.003916501998901,6.88785399997219E-05,0.002835591634115,3.77355726227518,0.000157594680786,0.022392988204956,0.000618934631348,7.86781311035156E-06,0.005950982773351,0.042533874511719,0.00200092792511,3.54141959687262E-05,24.375,0.543564443199596,0,195,0,0,65,195,0,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,238.5,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.833287039608911,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,1024,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV
9,5,5,1213,743,1.80687352678961,668,0,0,0.0411,1,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,477,0,477,477,477,477,0,477,477,0,0.003208,0,0.003208,0.003208,0.003208,0.003208,0,0.003208,0.003208,0,0.005869150161743,2.8073549220576,0.000401496887207,0.021512985229492,0.001502990722656,7.15255737304688E-06,0.008212619341318,0.041084051132202,0.008628964424133,6.74471164453886E-05,0.003753696169172,2,0.000166058540344,0.018964767456055,0.000629901885986,4.22000885009766E-05,0.006917359957509,0.026275873184204,0.003153443336487,4.78498687817548E-05,0.002738936742147,3.90689059560852,0.000135898590088,0.018222808837891,0.000651121139526,7.15255737304688E-06,0.005168231317023,0.041084051132202,0.001806974411011,2.67106149462528E-05,24.375,0.543564443199596,0,195,0,0,65,195,0,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,238.5,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.833287039608911,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,1024,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV
9,5,5,1213,743,1.80687352678961,668,0,0,0.0181,1,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,477,0,477,477,477,477,0,477,477,0,0.003311,0,0.003311,0.003311,0.003311,0.003311,0,0.003311,0.003311,0,0.002587284360613,2.8073549220576,0.000618100166321,0.007891893386841,0.001452922821045,1.00135803222656E-05,0.002789788256218,0.018110990524292,0.003759980201721,7.78291851453278E-06,0.001724004745483,2,0.000165581703186,0.005971908569336,0.000632047653198,3.09944152832031E-05,0.002302920217016,0.012068033218384,0.002550959587097,5.30344152593898E-06,0.001207399368286,3.90689059560852,0.000211954116821,0.004884958267212,0.000680923461914,1.00135803222656E-05,0.001403314724275,0.018110990524292,0.00140392780304,1.96929221536785E-06,24.375,0.543564443199596,0,195,0,0,65,195,0,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,238.5,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.833287039608911,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,1024,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV
9,5,5,1213,743,1.80687352678961,668,0,0,0.0189,1,0,517,0,517,517,517,517,0,517,517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,477,0,477,477,477,477,0,477,477,0,0.003471,0,0.003471,0.003471,0.003471,0.003471,0,0.003471,0.003471,0,0.00270642553057,2.8073549220576,0.000516533851624,0.008116006851196,0.00127100944519,1.19209289550781E-05,0.002975432246173,0.018944978713989,0.0042564868927,8.85319705156733E-06,0.001718725476946,2,0.000115990638733,0.005758047103882,0.000842094421387,4.1961669921875E-05,0.0022311844055,0.012031078338623,0.002578496932983,4.97818385134624E-06,0.001262998580933,3.90689059560852,0.00019645690918,0.004686117172241,0.000842094421387,1.19209289550781E-05,0.001452627578567,0.018944978713989,0.001366496086121,2.11012688201403E-06,24.375,0.543564443199596,0,195,0,0,65,195,0,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,238.5,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.833287039608911,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,512,64,0,64,0,64,64,64,64,0,1024,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV
9,5,5,1213,743,1.80687352678961,668,0,0,1.5756,1,0,256,0,256,256,256,256,0,256,256,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2147483647,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1789569705.87658,0,2147483647,2147483647,2147483647,1.27919980000026,0,2147483647,2147483647,0,0.001823100578351,4.75488750216347,9.05990600585938E-06,0.19911789894104,0.000294923782349,0,0.007717462924296,2.95159983634949,0.001420974731445,5.95592339878804E-05,0.001086372647453,2,0.000120878219604,0.140394926071167,0.0001220703125,2.14576721191406E-06,0.005115266426874,0.55195826292038,0.001009941101074,2.61659506179075E-05,0.000713816182559,4.88968018135462,0.000111103057861,0.168735027313232,0.0001220703125,0,0.00438293504522,3.04870891571045,0.000724911689758,1.9210119610619E-05,0.158024691358025,0.007471622080719,0,195,0,0,6.36037113599914,256,0,40.454320987651,159,0.026443692934782,0,477,0,0,59.9103536064044,477,238.5,3589.25046924442,64.625,0.969346253950242,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.833287039608911,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,0,64,64,64,64,0,7140,64,0,46.1632730015083,0.642082431190325,46,47,46,46,0.369684273189176,512,46,0.136666461843409,52.9272003745318,1.35608075137565,46,64,46,46,8.66013723300694,7140,64,74.9979768945131,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV
9,5,5,1213,743,1.45655891745836,668,0,0,1.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092466722835194,3.4594316186373,0.004640460014343,0.391464233398438,0.076044082641602,1.09672546386719E-05,0.115157530022633,1.01713395118713,0.130579948425293,0.013261256720914,0.089994692802429,2,0.000131964683533,0.240009069442749,0.037981986999512,2.14576721191406E-06,0.10377088268729,0.55195826292038,0.189847469329834,0.010768396093699,0.046233361417597,4.45943161863729,0.000378012657166,0.235269069671631,0.009059429168701,2.14576721191406E-06,0.063139324791664,1.01713395118713,0.085148394107819,0.003986574335147,41.1489361702128,0.850178203413234,0,195,0,0,65,316,50,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,58,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,58,27959.6964285714,10,5,0.833287039608911,5,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,768,64,0,40.5454545454545,0.994030211476956,40,41,41,40,0.522232967867094,446,41,0.272727272727273,52.7826086956522,1.47404171747364,41,64,64,40,11.9846740075479,1214,64,143.632411067194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TV
9,5,5,1213,743,1.14220341005788,668,0,0,0.7328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066617727279663,3.4594316186373,0.018930912017822,0.170747995376587,0.046241044998169,0.000149011611938,0.05878183883577,0.732795000076294,0.113856077194214,0.003455304576914,0.06099898815155,2,0.002083420753479,0.167967796325684,0.017016053199768,1.9073486328125E-06,0.072448194817681,0.55195826292038,0.130362093448639,0.005248740932341,0.033308863639832,4.45943161863729,0.001569151878357,0.152394771575928,0.016305446624756,1.9073486328125E-06,0.045515003554054,0.732795000076294,0.041906535625458,0.002071615548526,41.1489361702128,0.850178203413234,0,195,0,0,65,316,50,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,58,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,58,27959.6964285714,10,5,0.833287039608911,5,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,768,64,0,41.4545454545455,0.994030211476956,41,42,41,41,0.522232967867093,456,42,0.272727272727273,53.2173913043478,1.47404171747364,41.5,64,64,41,11.520560757103,1224,64,132.723320158103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TV
9,5,5,1213,743,1.50326699132876,668,0,0,0.7776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,648.797378015518,0,366.09559087634,1547.30471801758,490.697625994682,218.634327092166,0,2840.98156189919,694.869980037212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07775821685791,3.32192809488736,0.011912763118744,0.182775020599365,0.076383590698242,0.000159978866577,0.071198974917692,0.777582168579102,0.133536517620087,0.00506929402933,0.086291006633214,2,0.00219452381134,0.172008991241455,0.127975940704346,1.9073486328125E-06,0.081026961401683,0.55195826292038,0.14983057975769,0.00656536847399,0.043199009365506,4.16992500144231,0.005752503871918,0.156159162521362,0.017872929573059,1.9073486328125E-06,0.050912964089876,0.777582168579102,0.084133565425873,0.002592129912417,41.1489361702128,0.850178203413234,0,195,0,0,65,316,50,4225,159,0.91829583405449,0,477,0,0,275.396078403451,477,106,75843,64.625,1.06127812445913,0,477,0,0,167.211531984404,679,60.5,27959.6964285714,10,5,0.72720661758022,5,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,64,64,64,0,704,64,0,39.625,0.954434002924965,39,40,40,39,0.517549169506766,317,40,0.267857142857143,53.7368421052632,1.38380773546408,40,64,64,39,12.3686076880282,1021,64,152.982456140351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TV
